Time, X1, Y1, X2, Y2
4080.000000, 187.224039561749150, -999.781743788826470, 516749687.391076450000000, -1582811179.188764800000000
4140.000000, 193.748683107893500, -1029.173073629786800, 521305659.575453340000000, -1581348198.488270300000000
4200.000000, 200.410979913716690, -1058.981965584647500, 525857310.701155660000000, -1579872135.321940400000000
4260.000000, 207.212124346675810, -1089.208007300452000, 530404603.336758670000000, -1578383002.608683600000000
4320.000000, 214.153309500809120, -1119.850783037941500, 534947500.090803860000000, -1576880813.373505100000000
4380.000000, 221.235727187322960, -1150.909873675724600, 539485963.612093930000000, -1575365580.747376900000000
4440.000000, 228.460567925193910, -1182.384856714472800, 544019956.589987400000000, -1573837317.967106300000000
4500.000000, 235.829020931785750, -1214.275306281140500, 548549441.754692550000000, -1572296038.375203800000000
4560.000000, 243.342274113481690, -1246.580793133210100, 553074381.877561090000000, -1570741755.419749500000000
4620.000000, 251.001514056331840, -1279.300884662961600, 557594739.771381260000000, -1569174482.654259900000000
4680.000000, 258.807926016715780, -1312.435144901766800, 562110478.290670280000000, -1567594233.737553400000000
4740.000000, 266.762693912020440, -1345.983134524409000, 566621560.331966520000000, -1566001022.433614300000000
4800.000000, 274.867000311333530, -1379.944410853426900, 571127948.834121470000000, -1564394862.611457800000000
4860.000000, 283.122026426152160, -1414.318527863482100, 575629606.778590440000000, -1562775768.244992300000000
4920.000000, 291.528952101107050, -1449.105036185752900, 580126497.189723490000000, -1561143753.412881600000000
4980.000000, 300.088955804702150, -1484.303483112350700, 584618583.135055780000000, -1559498832.298407800000000
5040.000000, 308.803214620070090, -1519.913412600762500, 589105827.725596790000000, -1557841019.189330600000000
5100.000000, 317.672904235742920, -1555.934365278316100, 593588194.116120100000000, -1556170328.477748200000000
5160.000000, 326.699198936438790, -1592.365878446670400, 598065645.505451800000000, -1554486774.659956500000000
5220.000000, 335.883271593864440, -1629.207486086330400, 602538145.136758690000000, -1552790372.336307800000000
5280.000000, 345.226293657533180, -1666.458718861184700, 607005656.297836300000000, -1551081136.211068400000000
5340.000000, 354.729435145598980, -1704.119104123068800, 611468142.321395640000000, -1549359081.092275900000000
5400.000000, 364.393864635706510, -1742.188165916351400, 615925566.585350510000000, -1547624221.891594900000000
5460.000000, 374.220749255856900, -1780.665424982544700, 620377892.513103370000000, -1545876573.624173400000000
5520.000000, 384.211254675289690, -1819.550398764938600, 624825083.573831080000000, -1544116151.408497100000000
5580.000000, 394.366545095380840, -1858.842601413259200, 629267103.282770280000000, -1542342970.466243700000000
5640.000000, 404.687783240556940, -1898.541543788350700, 633703915.201501970000000, -1540557046.122135900000000
5700.000000, 415.176130349225330, -1938.646733466880300, 638135482.938236000000000, -1538758393.803794100000000
5760.000000, 425.832746164720790, -1979.157674746067900, 642561770.148094530000000, -1536947029.041588500000000
5820.000000, 436.658788926268240, -2020.073868648439000, 646982740.533395170000000, -1535122967.468490100000000
5880.000000, 447.655415359961920, -2061.394812926600000, 651398357.843933940000000, -1533286224.819920800000000
5940.000000, 458.823780669760990, -2103.120002068039000, 655808585.877267120000000, -1531436816.933603300000000
6000.000000, 470.165038528501330, -2145.248927299947400, 660213388.478993180000000, -1529574759.749409700000000
6060.000000, 481.680341068924240, -2187.781076594067600, 664612729.543033840000000, -1527700069.309210100000000
6120.000000, 493.370838874721130, -2230.715934671561600, 669006573.011914610000000, -1525812761.756719800000000
6180.000000, 505.237680971595470, -2274.052983007904000, 673394882.877044920000000, -1523912853.337346100000000
6240.000000, 517.282014818340710, -2317.791699837797800, 677777623.178997760000000, -1522000360.398033900000000
6300.000000, 529.504986297935260, -2361.931560160112900, 682154758.007788660000000, -1520075299.387111700000000
6360.000000, 541.907739708654390, -2406.472035742848700, 686526251.503154400000000, -1518137686.854135300000000
6420.000000, 554.491417755198430, -2451.412595128117600, 690892067.854830620000000, -1516187539.449732300000000
6480.000000, 567.257161539837970, -2496.752703637154400, 695252171.302829740000000, -1514224873.925445100000000
6540.000000, 580.206110553576420, -2542.491823375344700, 699606526.137717600000000, -1512249707.133572800000000
6600.000000, 593.339402667328730, -2588.629413237279100, 703955096.700890060000000, -1510262056.027013500000000
6660.000000, 606.658174123117650, -2635.164928911829100, 708297847.384848710000000, -1508261937.659105100000000
6720.000000, 620.163559525286930, -2682.097822887245500, 712634742.633476500000000, -1506249369.183465200000000
6780.000000, 633.856691831731380, -2729.427544456278600, 716965746.942312120000000, -1504224367.853831300000000
6840.000000, 647.738702345144250, -2777.153539721322000, 721290824.858824730000000, -1502186951.023899100000000
6900.000000, 661.810720704281830, -2825.275251599579000, 725609940.982687350000000, -1500137136.147161000000000
6960.000000, 676.073874875245110, -2873.792119828249300, 729923059.966050150000000, -1498074940.776743400000000
7020.000000, 690.529291142778790, -2922.703580969741300, 734230146.513813260000000, -1496000382.565243500000000
7080.000000, 705.178094101587480, -2972.009068416904000, 738531165.383898740000000, -1493913479.264565200000000
7140.000000, 720.021406647669550, -3021.708012398280500, 742826081.387522220000000, -1491814248.725754700000000
7200.000000, 735.060349969668100, -3071.799839983386800, 747114859.389463660000000, -1489702708.898835200000000
7260.000000, 750.296043540239570, -3122.283975088009800, 751397464.308338280000000, -1487578877.832640600000000
7320.000000, 765.729605107439850, -3173.159838479528400, 755673861.116866110000000, -1485442773.674649000000000
7380.000000, 781.362150686127620, -3224.426847782256100, 759944014.842141510000000, -1483294414.670815200000000
7440.000000, 797.194794549385620, -3276.084417482806200, 764207890.565901990000000, -1481133819.165403100000000
7500.000000, 813.228649219959490, -3328.131958935477500, 768465453.424796460000000, -1478961005.600816000000000
7560.000000, 829.464825461714210, -3380.568880367662600, 772716668.610652920000000, -1476775992.517427700000000
7620.000000, 845.904432271108480, -3433.394586885277900, 776961501.370745660000000, -1474578798.553412900000000
7680.000000, 862.548576868686270, -3486.608480478215400, 781199917.008061890000000, -1472369442.444575500000000
7740.000000, 879.398364690586850, -3540.209960025814300, 785431880.881567600000000, -1470147943.024177600000000
7800.000000, 896.454899380072450, -3594.198421302356100, 789657358.406473400000000, -1467914319.222767100000000
7860.000000, 913.719282779073520, -3648.573256982580500, 793876315.054499150000000, -1465668590.068005300000000
7920.000000, 931.192614919752600, -3703.333856647221600, 798088716.354138260000000, -1463410774.684493300000000
7980.000000, 948.875994016085310, -3758.479606788567300, 802294527.890921830000000, -1461140892.293597500000000
8040.000000, 966.770516455460100, -3814.009890816037600, 806493715.307681560000000, -1458858962.213275200000000
8100.000000, 984.877276790295580, -3869.924089061786600, 810686244.304812670000000, -1456565003.857898700000000
8160.000000, 1003.197367729676100, -3926.221578786322900, 814872080.640535590000000, -1454259036.738079800000000
8220.000000, 1021.731880131005700, -3982.901734184152700, 819051190.131157990000000, -1451941080.460492400000000
8280.000000, 1040.481902991680000, -4039.963926389444200, 823223538.651335480000000, -1449611154.727695500000000
8340.000000, 1059.448523440776400, -4097.407523481711000, 827389092.134331940000000, -1447269279.337954500000000
8400.000000, 1078.632826730762200, -4155.231890491517300, 831547816.572279450000000, -1444915474.185063400000000
8460.000000, 1098.035896229221900, -4213.436389406206200, 835699678.016437530000000, -1442549759.258164400000000
8520.000000, 1117.658813410602100, -4272.020379175643000, 839844642.577451590000000, -1440172154.641568700000000
8580.000000, 1137.502657847974700, -4330.983215717986200, 843982676.425611500000000, -1437782680.514575000000000
8640.000000, 1157.568507204819100, -4390.324251925471800, 848113745.791108490000000, -1435381357.151288700000000
8700.000000, 1177.857437226822600, -4450.042837670225700, 852237816.964292530000000, -1432968204.920440000000000
8760.000000, 1198.370521733699400, -4510.138319810088400, 856354856.295928480000000, -1430543244.285200600000000
8820.000000, 1219.108832611028000, -4570.610042194468400, 860464830.197451830000000, -1428106495.803001200000000
8880.000000, 1240.073439802106800, -4631.457345670208300, 864567705.141224150000000, -1425657980.125347100000000
8940.000000, 1261.265411299829300, -4692.679568087476600, 868663447.660787340000000, -1423197717.997634400000000
9000.000000, 1282.685813138577300, -4754.276044305677700, 872752024.351117850000000, -1420725730.258963600000000
9060.000000, 1304.335709386132700, -4816.246106199379900, 876833401.868880150000000, -1418242037.841954700000000
9120.000000, 1326.216162135608800, -4878.589082664267200, 880907546.932679300000000, -1415746661.772560800000000
9180.000000, 1348.328231497399000, -4941.304299623110600, 884974426.323313470000000, -1413239623.169880600000000
9240.000000, 1370.672975591146000, -5004.391080031755300, 889034006.884025570000000, -1410720943.245971000000000
9300.000000, 1393.251450537728500, -5067.848743885132500, 893086255.520754220000000, -1408190643.305658800000000
9360.000000, 1416.064710451267300, -5131.676608223288000, 897131139.202384230000000, -1405648744.746351700000000
9420.000000, 1439.113807431150700, -5195.873987137433700, 901168624.960996510000000, -1403095269.057848700000000
9480.000000, 1462.399791554077900, -5260.440191776014200, 905198679.892117500000000, -1400530237.822150200000000
9540.000000, 1485.923710866122300, -5325.374530350796700, 909221271.154967670000000, -1397953672.713267100000000
9600.000000, 1509.686611374813800, -5390.676308142978100, 913236365.972709660000000, -1395365595.497029300000000
9660.000000, 1533.689537041239200, -5456.344827509315100, 917243931.632695910000000, -1392766028.030894000000000
9720.000000, 1557.933529772163000, -5522.379387888268900, 921243935.486715440000000, -1390154992.263752700000000
9780.000000, 1582.419629412165900, -5588.779285806173000, 925236344.951240060000000, -1387532510.235738300000000
9840.000000, 1607.148873735804300, -5655.543814883418200, 929221127.507670400000000, -1384898604.078031100000000
9900.000000, 1632.122298439787100, -5722.672265840657900, 933198250.702580570000000, -1382253296.012664600000000
9960.000000, 1657.340937135173100, -5790.163926505032600, 937167682.147962930000000, -1379596608.352330400000000
10020.000000, 1682.805821339587300, -5858.018081816412600, 941129389.521471980000000, -1376928563.500182900000000
10080.000000, 1708.517980469456000, -5926.234013833660400, 945083340.566667560000000, -1374249183.949642200000000
10140.000000, 1734.478441832262000, -5994.811001740911700, 949029503.093257550000000, -1371558492.284198000000000
10200.000000, 1760.688230618818600, -6063.748321853876400, 952967844.977339980000000, -1368856511.177212500000000
10260.000000, 1787.148369895563300, -6133.045247626157100, 956898334.161644460000000, -1366143263.391721500000000
10320.000000, 1813.859880596870900, -6202.701049655585800, 960820938.655773040000000, -1363418771.780236700000000
10380.000000, 1840.823781517386400, -6272.714995690582300, 964735626.536440250000000, -1360683059.284545900000000
10440.000000, 1868.041089304376300, -6343.086350636527600, 968642365.947713260000000, -1357936148.935513700000000
10500.000000, 1895.512818450101300, -6413.814376562158900, 972541125.101250290000000, -1355178063.852881200000000
10560.000000, 1923.239981284206400, -6484.898332705981400, 976431872.276539330000000, -1352408827.245064300000000
10620.000000, 1951.223587966131800, -6556.337475482699100, 980314575.821135880000000, -1349628462.408953400000000
10680.000000, 1979.464646477544600, -6628.131058489662800, 984189204.150900130000000, -1346836992.729710600000000
10740.000000, 2007.964162614787300, -6700.278332513339600, 988055725.750233530000000, -1344034441.680567000000000
10800.000000, 2036.723139981348400, -6772.778545535797100, 991914109.172314640000000, -1341220832.822619900000000
10860.000000, 2065.742579980352300, -6845.630942741207900, 995764323.039334540000000, -1338396189.804628800000000
10920.000000, 2095.023481807067100, -6918.834766522371000, 999606336.042731520000000, -1335560536.362811100000000
10980.000000, 2124.566842441435700, -6992.389256487254000, 1003440116.943425100000000, -1332713896.320637200000000
11040.000000, 2154.373656640623300, -7066.293649465548700, 1007265634.572049400000000, -1329856293.588625000000000
11100.000000, 2184.444916931586700, -7140.547179515248900, 1011082857.829186200000000, -1326987752.164133800000000
11160.000000, 2214.781613603662200, -7215.149077929244400, 1014891755.685597200000000, -1324108296.131157600000000
11220.000000, 2245.384734701175600, -7290.098573241932200, 1018692297.182455200000000, -1321217949.660118600000000
11280.000000, 2276.255266016069500, -7365.394891235846400, 1022484451.431575400000000, -1318316737.007658200000000
11340.000000, 2307.394191080552000, -7441.037254948306300, 1026268187.615645800000000, -1315404682.516430100000000
11400.000000, 2338.802491159765900, -7517.024884678080500, 1030043474.988456400000000, -1312481810.614890600000000
11460.000000, 2370.481145244475600, -7593.356997992069400, 1033810282.875128900000000, -1309548145.817089600000000
11520.000000, 2402.431130043778000, -7670.032809732008000, 1037568580.672344800000000, -1306603712.722460500000000
11580.000000, 2434.653419977828900, -7747.051532021179800, 1041318337.848573300000000, -1303648536.015609700000000
11640.000000, 2467.148987170593000, -7824.412374271153600, 1045059523.944298600000000, -1300682640.466105700000000
11700.000000, 2499.918801442612700, -7902.114543188536100, 1048792108.572246200000000, -1297706050.928267700000000
11760.000000, 2532.963830303796800, -7980.157242781741800, 1052516061.417608900000000, -1294718792.340952900000000
11820.000000, 2566.285038946230500, -8058.539674367778400, 1056231352.238272200000000, -1291720889.727344500000000
11880.000000, 2599.883390237004300, -8137.261036579052400, 1059937950.865039200000000, -1288712368.194738400000000
11940.000000, 2633.759844711063600, -8216.320525370189000, 1063635827.201854000000000, -1285693252.934329000000000
12000.000000, 2667.915360564079500, -8295.717334024871900, 1067324951.226025600000000, -1282663569.220995400000000
12060.000000, 2702.350893645338600, -8375.450653162697600, 1071005292.988450400000000, -1279623342.413086900000000
12120.000000, 2737.067397450654000, -8455.519670746045400, 1074676822.613834400000000, -1276572597.952206600000000
12180.000000, 2772.065823115296100, -8535.923572086969200, 1078339510.300914800000000, -1273511361.362996600000000
12240.000000, 2807.347119406944800, -8616.661539854101600, 1081993326.322680200000000, -1270439658.252921300000000
12300.000000, 2842.912232718660600, -8697.732754079575900, 1085638241.026592000000000, -1267357514.312050800000000
12360.000000, 2878.762107061876600, -8779.136392165968600, 1089274224.834802900000000, -1264264955.312842600000000
12420.000000, 2914.897684059412300, -8860.871628893251900, 1092901248.244375900000000, -1261162007.109924600000000
12480.000000, 2951.319902938506900, -8942.937636425762300, 1096519281.827503200000000, -1258048695.639876100000000
12540.000000, 2988.029700523871700, -9025.333584319199900, 1100128296.231723300000000, -1254925046.921009100000000
12600.000000, 3025.028011230766000, -9108.058639527620500, 1103728262.180138100000000, -1251791087.053148700000000
12660.000000, 3062.315767058091800, -9191.111966410468100, 1107319150.471629100000000, -1248646842.217413400000000
12720.000000, 3099.893897581508100, -9274.492726739605100, 1110900931.981073600000000, -1245492338.675993900000000
12780.000000, 3137.763329946568300, -9358.200079706372000, 1114473577.659559000000000, -1242327602.771933100000000
12840.000000, 3175.924988861877000, -9442.233181928651900, 1118037058.534598100000000, -1239152660.928903300000000
12900.000000, 3214.379796592266300, -9526.591187457961500, 1121591345.710341700000000, -1235967539.650985200000000
12960.000000, 3253.128672951995200, -9611.273247786552000, 1125136410.367792800000000, -1232772265.522445400000000
13020.000000, 3292.172535297967900, -9696.278511854523500, 1128672223.765018200000000, -1229566865.207512400000000
13080.000000, 3331.512298522973200, -9781.606126056965900, 1132198757.237361200000000, -1226351365.450154100000000
13140.000000, 3371.148875048946100, -9867.255234251104400, 1135715982.197651600000000, -1223125793.073853000000000
13200.000000, 3411.083174820246800, -9953.224977763467900, 1139223870.136417400000000, -1219890174.981382400000000
13260.000000, 3451.316105296964900, -10039.514495397067000, 1142722392.622093400000000, -1216644538.154580800000000
13320.000000, 3491.848571448240400, -10126.122923438596000, 1146211521.301231900000000, -1213388909.654126600000000
13380.000000, 3532.681475745609100, -10213.049395665641000, 1149691227.898709500000000, -1210123316.619312500000000
13440.000000, 3573.815718156365600, -10300.293043353915000, 1153161484.217936500000000, -1206847786.267818000000000
13500.000000, 3615.252196136949800, -10387.852995284495000, 1156622262.141063200000000, -1203562345.895483300000000
13560.000000, 3656.991804626352900, -10475.728377751086000, 1160073533.629186900000000, -1200267022.876081700000000
13620.000000, 3699.035436039544500, -10563.918314567292000, 1163515270.722557300000000, -1196961844.661091600000000
13680.000000, 3741.383980260921400, -10652.421927073914000, 1166947445.540782700000000, -1193646838.779467600000000
13740.000000, 3784.038324637776900, -10741.238334146243000, 1170370030.283033600000000, -1190322032.837412600000000
13800.000000, 3826.999353973790200, -10830.366652201394000, 1173782997.228247400000000, -1186987454.518147700000000
13860.000000, 3870.267950522539600, -10919.805995205630000, 1177186318.735330800000000, -1183643131.581682200000000
13920.000000, 3913.844993981033000, -11009.555474681723000, 1180579967.243363600000000, -1180289091.864584000000000
13980.000000, 3957.731361483261900, -11099.614199716314000, 1183963915.271799600000000, -1176925363.279748200000000
14040.000000, 4001.927927593777000, -11189.981276967295000, 1187338135.420668100000000, -1173551973.816166200000000
14100.000000, 4046.435564301283200, -11280.655810671207000, 1190702600.370775500000000, -1170168951.538693700000000
14160.000000, 4091.255141012256000, -11371.636902650645000, 1194057282.883903700000000, -1166776324.587818400000000
14220.000000, 4136.387524544580600, -11462.923652321691000, 1197402155.803010700000000, -1163374121.179428100000000
14280.000000, 4181.833579121210300, -11554.515156701349000, 1200737192.052428500000000, -1159962369.604576600000000
14340.000000, 4227.594166363846900, -11646.410510415002000, 1204062364.638061300000000, -1156541098.229250400000000
14400.000000, 4273.670145286642800, -11738.608805703881000, 1207377646.647583200000000, -1153110335.494135600000000
14460.000000, 4320.062372289924500, -11831.109132432552000, 1210683011.250634200000000, -1149670109.914382000000000
14520.000000, 4366.771701153934400, -11923.910578096404000, 1213978431.699016300000000, -1146220450.079368800000000
14580.000000, 4413.798983032599600, -12017.012227829176000, 1217263881.326889500000000, -1142761384.652469400000000
14640.000000, 4461.145066447315900, -12110.413164410478000, 1220539333.550965300000000, -1139292942.370815300000000
14700.000000, 4508.810797280757500, -12204.112468273328000, 1223804761.870701800000000, -1135815152.045059700000000
14760.000000, 4556.797018770705100, -12298.109217511717000, 1227060139.868496200000000, -1132328042.559141200000000
14820.000000, 4605.104571503898100, -12392.402487888174000, 1230305441.209877700000000, -1128831642.870045900000000
14880.000000, 4653.734293409905100, -12486.991352841347000, 1233540639.643699900000000, -1125325982.007570500000000
14940.000000, 4702.687019755020600, -12581.874883493612000, 1236765709.002331000000000, -1121811089.074083800000000
15000.000000, 4751.963583136175700, -12677.052148658675000, 1239980623.201845600000000, -1118286993.244288200000000
15060.000000, 4801.564813474877200, -12772.522214849203000, 1243185356.242214200000000, -1114753723.764980800000000
15120.000000, 4851.491538011166100, -12868.284146284463000, 1246379882.207492100000000, -1111211309.954814000000000
15180.000000, 4901.744581297595700, -12964.337004897978000, 1249564175.266008600000000, -1107659781.204055800000000
15240.000000, 4952.324765193232500, -13060.679850345192000, 1252738209.670554600000000, -1104099166.974349500000000
15300.000000, 5003.232908857678000, -13157.311740011157000, 1255901959.758570000000000, -1100529496.798472900000000
15360.000000, 5054.469828745114700, -13254.231729018220000, 1259055399.952329900000000, -1096950800.280097000000000
15420.000000, 5106.036338598369200, -13351.438870233740000, 1262198504.759131000000000, -1093363107.093545200000000
15480.000000, 5157.933249443001800, -13448.932214277807000, 1265331248.771476500000000, -1089766446.983550500000000
15540.000000, 5210.161369581412100, -13546.710809530978000, 1268453606.667261100000000, -1086160849.765013500000000
15600.000000, 5262.721504586971600, -13644.773702142027000, 1271565553.209954500000000, -1082546345.322759400000000
15660.000000, 5315.614457298175700, -13743.119936035708000, 1274667063.248784300000000, -1078922963.611295200000000
15720.000000, 5368.841027812814000, -13841.748552920531000, 1277758111.718919000000000, -1075290734.654565800000000
15780.000000, 5422.402013482170300, -13940.658592296553000, 1280838673.641650000000000, -1071649688.545709500000000
15840.000000, 5476.298208905234800, -14039.849091463177000, 1283908724.124571800000000, -1067999855.446814100000000
15900.000000, 5530.530405922945600, -14139.319085526971000, 1286968238.361764000000000, -1064341265.588671700000000
15960.000000, 5585.099393612448700, -14239.067607409499000, 1290017191.633969500000000, -1060673949.270533700000000
16020.000000, 5640.005958281377400, -14339.093687855158000, 1293055559.308774900000000, -1056997936.859864800000000
16080.000000, 5695.250883462159400, -14439.396355439039000, 1296083316.840788100000000, -1053313258.792097100000000
16140.000000, 5750.834949906338800, -14539.974636574787000, 1299100439.771816500000000, -1049619945.570383200000000
16200.000000, 5806.758935578926900, -14640.827555522488000, 1302106903.731043600000000, -1045918027.765349600000000
16260.000000, 5863.023615652769000, -14741.954134396565000, 1305102684.435205900000000, -1042207536.014849400000000
16320.000000, 5919.629762502935600, -14843.353393173675000, 1308087757.688768600000000, -1038488501.023714400000000
16380.000000, 5976.578145701133500, -14945.024349700640000, 1311062099.384100200000000, -1034760953.563507000000000
16440.000000, 6033.869532010144200, -15046.966019702366000, 1314025685.501647200000000, -1031024924.472271600000000
16500.000000, 6091.504685378276000, -15149.177416789802000, 1316978492.110107400000000, -1027280444.654285900000000
16560.000000, 6149.484366933844300, -15251.657552467883000, 1319920495.366603100000000, -1023527545.079811700000000
16620.000000, 6207.809334979670900, -15354.405436143510000, 1322851671.516853800000000, -1019766256.784844500000000
16680.000000, 6266.480344987607200, -15457.420075133527000, 1325771996.895346600000000, -1015996610.870864200000000
16740.000000, 6325.498149593077000, -15560.700474672713000, 1328681447.925508500000000, -1012218638.504584000000000
16800.000000, 6384.863498589641500, -15664.245637921795000, 1331580001.119875400000000, -1008432370.917700100000000
16860.000000, 6444.577138923589700, -15768.054565975463000, 1334467633.080262900000000, -1004637839.406639900000000
16920.000000, 6504.639814688544900, -15872.126257870401000, 1337344320.497933900000000, -1000835075.332310900000000
16980.000000, 6565.052267120097900, -15976.459710593332000, 1340210040.153767300000000, -997024110.119848250000000
17040.000000, 6625.815234590460900, -16081.053919089070000, 1343064768.918425800000000, -993204975.258362410000000
17100.000000, 6686.929452603142600, -16185.907876268595000, 1345908483.752522000000000, -989377702.300686720000000
17160.000000, 6748.395653787646600, -16291.020573017120000, 1348741161.706785000000000, -985542322.863123770000000
